Timestamp,bp_discharge,bp_discharge+1,bp_discharge+2,bp_discharge+3,bp_discharge+4,bp_discharge+5,bp_discharge+6,bp_discharge+7,bp_discharge+8,bp_discharge+9,bp_discharge+10,bp_discharge+11,bp_discharge+12,bp_discharge+13,bp_discharge+14,bp_discharge+15,bp_discharge+16,bp_discharge+17,bp_discharge+18,bp_discharge+19,bp_discharge+20,bp_discharge+21,bp_discharge+22,bp_discharge+23,bp_discharge+24,bp_discharge+25,bp_discharge+26,bp_discharge+27,bp_discharge+28,bp_discharge+29,bp_discharge+30,bp_discharge+31,bp_discharge+32,bp_discharge+33,bp_discharge+34,bp_discharge+35,bp_discharge+36,bp_discharge+37,bp_discharge+38,bp_discharge+39
9/15/2014,0.043,0.041,0.041,0.039,0.093,0.167,0.085,0.057,0.057,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329
9/16/2014,0.041,0.041,0.039,0.093,0.167,0.085,0.057,0.057,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307
9/17/2014,0.041,0.039,0.093,0.167,0.085,0.057,0.057,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294
9/18/2014,0.039,0.093,0.167,0.085,0.057,0.057,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289
9/19/2014,0.093,0.167,0.085,0.057,0.057,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826
9/20/2014,0.167,0.085,0.057,0.057,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5
9/21/2014,0.085,0.057,0.057,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459
9/22/2014,0.057,0.057,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616
9/23/2014,0.057,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034
9/24/2014,0.052,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964
9/25/2014,0.046,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822
9/26/2014,0.042,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703
9/27/2014,0.044,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635
9/28/2014,0.055,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257
9/29/2014,0.056,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3
9/30/2014,0.057,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621
10/1/2014,0.051,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182
10/2/2014,0.043,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562
10/3/2014,0.197,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468
10/4/2014,0.21,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339
10/5/2014,0.307,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571
10/6/2014,0.509,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887
10/7/2014,0.206,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867
10/8/2014,0.67,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465
10/9/2014,0.411,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985
10/10/2014,0.265,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707
10/11/2014,0.201,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675
10/12/2014,0.167,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406
10/13/2014,0.147,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86
10/14/2014,0.135,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29
10/15/2014,1.054,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739
10/16/2014,0.604,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52
10/17/2014,0.795,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407
10/18/2014,0.852,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245
10/19/2014,0.533,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147
10/20/2014,0.446,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998
10/21/2014,0.434,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874
10/22/2014,0.375,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788
10/23/2014,0.355,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733
10/24/2014,0.329,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669
10/25/2014,0.307,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624
10/26/2014,0.294,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592
10/27/2014,0.289,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546
10/28/2014,0.826,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518
10/29/2014,0.5,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499
10/30/2014,0.459,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492
10/31/2014,0.616,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496
11/1/2014,1.034,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479
11/2/2014,0.964,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522
11/3/2014,0.822,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723
11/4/2014,0.703,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508
11/5/2014,0.635,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482
11/6/2014,1.257,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46
11/7/2014,1.3,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55
11/8/2014,1.621,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574
11/9/2014,1.182,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508
11/10/2014,1.562,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473
11/11/2014,1.468,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445
11/12/2014,1.339,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447
11/13/2014,3.571,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442
11/14/2014,3.887,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442
11/15/2014,2.867,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427
11/16/2014,2.465,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4
11/17/2014,1.985,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663
11/18/2014,1.707,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591
11/19/2014,1.675,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523
11/20/2014,1.406,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476
11/21/2014,2.86,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464
11/22/2014,2.29,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502
11/23/2014,1.739,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878
11/24/2014,1.52,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724
11/25/2014,1.407,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288
11/26/2014,1.245,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288,0.896
11/27/2014,1.147,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288,0.896,0.927
11/28/2014,0.998,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288,0.896,0.927,0.904
11/29/2014,0.874,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288,0.896,0.927,0.904,0.98
11/30/2014,0.788,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288,0.896,0.927,0.904,0.98,0.975
12/1/2014,0.733,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288,0.896,0.927,0.904,0.98,0.975,1.052
12/2/2014,0.669,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288,0.896,0.927,0.904,0.98,0.975,1.052,0.894
12/3/2014,0.624,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288,0.896,0.927,0.904,0.98,0.975,1.052,0.894,0.837
12/4/2014,0.592,0.546,0.518,0.499,0.492,0.496,0.479,0.522,0.723,0.508,0.482,0.46,0.55,0.574,0.508,0.473,0.445,0.447,0.442,0.442,0.427,0.4,0.663,0.591,0.523,0.476,0.464,0.502,0.878,0.724,1.288,0.896,0.927,0.904,0.98,0.975,1.052,0.894,0.837,0.91
