Timestamp,rain,Tmax,Tmin,wdsp,Rhmean,solar_rad,bp_discharge
6/22/2017,0.2,19.8,12.3,9.5,76.875,227.8858985,0.179
6/23/2017,0.0,18.1,13.0,11.0,88.54166667,312.9386054,0.172
6/24/2017,0.0,21.0,12.3,8.1,76.08333333,247.0659691,0.164
6/25/2017,0.0,17.2,12.1,9.2,76.04166667,262.177217,0.157
6/26/2017,16.8,14.6,11.3,7.8,87.33333333,347.7190117,0.203
6/27/2017,3.7,18.4,11.6,8.4,87.95833333,333.7254162,0.308
6/28/2017,3.0,17.9,10.3,6.7,77.875,270.8049132,0.178
6/29/2017,2.0,15.8,10.5,16.3,78.70833333,272.6753893,0.166
6/30/2017,0.0,16.8,8.2,18.5,63.91666667,152.6245792,0.142
7/1/2017,0.0,20.0,8.4,8.5,82.79166667,267.5021238,0.137
7/2/2017,0.0,16.8,10.3,8.0,83.125,302.8756623,0.131
7/3/2017,0.0,17.7,12.1,6.6,93.04166667,338.0481171,0.128
7/4/2017,0.1,18.6,13.8,7.8,89.79166667,327.0027248,0.123
7/5/2017,0.0,19.4,12.4,4.5,88.29166667,321.3808438,0.116
7/6/2017,0.0,21.6,13.2,5.0,81.66666667,298.1798186,0.11
7/7/2017,0.0,20.4,13.1,5.6,80.83333333,286.6453588,0.104
7/8/2017,0.0,19.4,12.5,5.0,87.29166667,308.6346018,0.1
7/9/2017,0.4,22.3,12.7,6.0,78.33333333,278.4195398,0.099
7/10/2017,1.3,17.8,12.1,6.4,86.95833333,290.9436604,0.107
7/11/2017,2.4,17.2,11.9,7.1,91.91666667,336.8070797,0.106
7/12/2017,0.0,19.6,10.6,5.8,73.45833333,253.4618371,0.091
7/13/2017,0.8,21.5,11.2,7.3,78.33333333,286.9431121,0.087
7/14/2017,0.3,19.3,12.4,9.2,75.70833333,269.314757,0.079
7/15/2017,0.0,23.6,14.6,10.0,89.45833333,325.896431,0.079
7/16/2017,0.1,21.2,11.3,8.6,73.04166667,275.6319734,0.076
7/17/2017,0.0,20.3,10.1,5.9,67.79166667,201.651536,0.07
7/18/2017,0.1,21.0,12.4,9.6,79.875,275.0996781,0.067
7/19/2017,14.7,18.9,10.3,9.8,88.91666667,351.0058051,0.189
7/20/2017,14.1,16.4,8.0,8.7,81.41666667,312.1527517,0.127
7/21/2017,4.5,14.4,8.3,10.9,86.5,328.9240178,0.302
7/22/2017,0.0,19.3,10.2,8.2,78.66666667,270.7055153,0.149
7/23/2017,0.0,20.3,11.3,8.5,75.33333333,237.3753182,0.112
7/24/2017,0.0,22.8,12.8,11.5,72.08333333,241.8893484,0.097
7/25/2017,4.7,18.1,13.9,5.6,88.83333333,338.6084056,0.094
7/26/2017,5.8,18.7,10.3,12.6,78.79166667,302.2285184,0.125
7/27/2017,1.7,17.6,10.7,12.0,82.70833333,269.2311578,0.095
7/28/2017,2.8,17.9,11.4,9.6,87.75,322.4537313,0.093
7/29/2017,0.2,18.1,9.8,8.6,81.79166667,272.9348029,0.089
7/30/2017,2.1,18.2,10.2,10.4,84.75,293.0162524,0.094
7/31/2017,4.1,17.6,10.6,10.1,86.33333333,309.510597,0.093
8/1/2017,2.6,17.3,10.1,8.7,84.95833333,303.0785183,0.086
8/2/2017,9.9,18.3,12.2,14.8,91.33333333,354.1454476,0.118
8/3/2017,0.7,19.1,12.8,10.8,86.41666667,315.6808587,0.105
8/4/2017,1.0,18.1,11.7,6.1,81.91666667,282.7006511,0.084
8/5/2017,0.1,17.6,8.7,7.0,76.58333333,240.9569857,0.075
8/6/2017,2.6,16.1,8.8,9.5,95.20833333,358.7240786,0.078
8/7/2017,0.0,16.5,9.7,6.4,79.79166667,299.8589709,0.079
8/8/2017,1.2,15.1,10.6,8.8,80.29166667,217.1842948,0.077
8/9/2017,0.0,19.6,9.4,12.9,75.0,236.1761729,0.075
8/10/2017,0.0,17.5,8.4,6.2,81.0,304.0816155,0.07
8/11/2017,0.5,20.4,12.4,10.4,89.91666667,337.5357597,0.072
8/12/2017,0.1,18.1,11.5,7.7,74.33333333,227.4783708,0.07
8/13/2017,11.3,17.0,10.9,7.0,84.33333333,329.4598707,0.073
8/14/2017,2.2,17.0,11.1,8.5,94.91666667,357.5526526,0.129
8/15/2017,0.0,19.0,10.0,7.1,83.08333333,302.8259581,0.09
8/16/2017,11.5,17.4,12.7,10.5,98.25,393.7839106,0.091
8/17/2017,4.5,18.5,10.0,11.3,90.66666667,354.7715593,0.082
8/18/2017,0.2,16.6,7.4,11.7,83.83333333,314.4559069,0.076
8/19/2017,0.0,17.3,9.5,8.4,75.45833333,230.4689371,0.067
8/20/2017,15.3,20.4,11.8,7.5,97.41666667,396.1647123,0.245
8/21/2017,0.3,16.5,14.3,7.6,99.70833333,384.2911823,0.319
8/22/2017,3.6,18.0,11.9,7.3,98.95833333,385.3302509,0.164
8/23/2017,0.8,18.4,11.3,8.8,89.625,346.642978,0.128
8/24/2017,0.2,18.3,10.0,8.7,88.5,331.7330634,0.104
8/25/2017,0.2,16.7,11.2,4.3,95.0,366.0244447,0.092
8/26/2017,0.0,18.7,13.4,3.7,91.375,352.6113639,0.088
8/27/2017,0.2,18.4,14.6,5.1,97.54166667,365.3381355,0.085
8/28/2017,1.1,20.0,12.0,9.5,95.875,359.9092515,0.081
8/29/2017,0.0,16.5,9.9,5.9,78.75,247.6534999,0.074
8/30/2017,1.5,16.5,9.9,4.5,83.08333333,262.179433,0.079
8/31/2017,0.6,16.1,9.8,5.0,81.20833333,279.7821331,0.073
9/1/2017,0.1,18.7,9.3,7.0,78.58333333,270.5316788,0.066
9/2/2017,38.6,16.1,8.4,9.8,94.5,428.0802318,0.192
9/3/2017,3.4,21.0,15.8,4.6,97.04166667,378.6025557,0.822
9/4/2017,8.9,18.8,12.6,6.6,94.41666667,375.3527309,0.268
9/5/2017,6.5,17.5,10.4,9.1,82.5,326.2569624,0.559
9/6/2017,0.0,17.5,9.4,7.2,81.20833333,279.1692435,0.271
9/7/2017,0.5,17.4,11.8,9.2,90.79166667,340.7127336,0.212
9/8/2017,10.0,16.3,9.5,10.0,88.16666667,342.2295801,0.208
9/9/2017,0.2,16.3,9.3,13.5,83.79166667,279.4441358,0.179
9/10/2017,0.7,15.9,10.4,14.5,84.58333333,327.5877386,0.164
9/11/2017,2.2,15.4,9.7,16.6,82.875,262.2271161,0.152
9/12/2017,2.2,15.5,6.7,12.2,90.20833333,349.916541,0.148
9/13/2017,6.0,14.3,7.3,10.4,83.70833333,293.4509411,0.157
9/14/2017,0.0,15.9,8.7,11.7,79.83333333,250.8330326,0.136
9/15/2017,0.1,15.1,8.9,12.3,80.45833333,268.586795,0.125
9/16/2017,1.9,11.7,8.3,9.3,89.66666667,318.4597026,0.123
9/17/2017,0.1,15.3,5.8,6.6,86.5,323.9189396,0.124
9/18/2017,0.0,16.6,7.5,5.6,81.08333333,278.5589494,0.115
9/19/2017,0.0,15.1,9.0,7.2,97.58333333,375.1708764,0.11
9/20/2017,22.1,14.8,9.9,9.3,98.29166667,411.1263053,0.307
9/21/2017,0.5,14.0,8.0,7.7,88.95833333,333.5538714,0.317
9/22/2017,9.8,17.9,10.0,11.1,91.45833333,364.87408,0.383
9/23/2017,10.3,15.1,13.4,15.0,97.95833333,391.3133251,0.381
9/24/2017,0.0,17.2,10.7,4.8,90.54166667,349.1580766,0.423
9/25/2017,0.1,15.8,8.7,5.4,92.91666667,357.8545761,0.29
9/26/2017,1.4,15.0,12.8,13.8,97.0,375.4011003,0.255
9/27/2017,30.6,15.2,9.6,11.4,98.125,427.0426087,1.638
9/28/2017,6.2,14.9,7.2,10.8,97.5,382.7753976,0.926
9/29/2017,2.6,14.2,8.5,10.5,87.70833333,312.5752139,0.811
9/30/2017,4.0,11.9,6.6,4.7,98.79166667,384.6152934,0.824
10/1/2017,1.1,16.7,11.1,11.8,90.58333333,350.6936424,0.71
10/2/2017,0.4,13.4,8.9,10.7,80.0,215.7521572,0.596
10/3/2017,0.1,13.7,5.3,5.9,80.08333333,267.0305941,0.535
