MAE,MAE2,MAPE,ME,MSE,R2,RMSE,Model
24.676223003691018,7.846240831250006,0.06477480393765932,"height     -0.052637
height+1    1.113416
height+2    0.040358
height+3   -0.005120
height+4    0.911490
height+5    1.173531
height+6   -0.266224
height+7    1.920389
height+8   -0.648703
height+9   -1.634818
dtype: float64",2099.589123676348,0.9064960136258143,45.82127370203003,RandomForestRegressor
